hash,type,geomatch,partial_match,addr,country,country_code,lat,lng
aea23666fc62478830b40fec67081942,administrative_area_level_1,APPROXIMATE,true,"Kerala, India",India,IN,10.5143884,76.6412712
8f898798c6f69940c99150b3a64b8a6d,street_address,ROOFTOP,true,"Max-von-Laue-Straße 7, 60438 Frankfurt, Germany",Germany,DE,50.1727700,8.6322900
ad35273edeb1f4db1e55606a45227af6,postal_code,APPROXIMATE,true,"Yanji, Yanbian, Jilin, People's Republic of China, 133002",China,CN,42.9103622,129.4851097
cc357d276e2995f69652fc626b5d1be7,locality,APPROXIMATE,true,"Hangzhou, Zhejiang, China",China,CN,30.2739780,120.1553610
4334065d7881a1cdb78b7e4292be8836,postal_code,APPROXIMATE,true,"Changshu, Suzhou, Jiangsu, People's Republic of China, 215500",China,CN,31.6437983,120.7436121
d2afc1a10e388b1176dd98873c178153,locality,APPROXIMATE,true,"Antofagasta, Chile",Chile,CL,-23.6239214,-70.4016127
257f9a294617005c9a62b7cba5181037,postal_code,APPROXIMATE,true,"Siming, Xiamen, Fujian, People's Republic of China, 361005",China,CN,24.4367256,118.1072136
f6cd4acbf9f3dd8e347415dfdfe1797e,administrative_area_level_1,APPROXIMATE,true,"São Paulo, Brazil",Brazil,BR,-21.9113305,-49.3653149
7be38e74b3fde3a99e9d4eb7548851d5,establishment,APPROXIMATE,true,"Alzahra University, Sherafat, Tehran, Iran",Iran,IR,35.7684366,51.3925045
1dcd92782c1812f8543540d34f42092b,locality,APPROXIMATE,true,"Granada, Spain",Spain,ES,37.1764874,-3.5979291
3df4b7d3d311ea35074f15aa5f9d0be4,postal_code,APPROXIMATE,true,"Hefei, Anhui, People's Republic of China, 230061",China,CN,31.8577760,117.2778158
fd946000db41d10cbc1b981b11bca91f,locality,APPROXIMATE,true,"Havana, Cuba",Cuba,CU,23.1168000,-82.3885570
52ff24f82d82461bbb7bf124cdf57429,postal_code,APPROXIMATE,true,"Wuhou, Chengdu, Sichuan, People's Republic of China, 610064",China,CN,30.6366008,104.0907325
7e5c3cc4d49fe6c6780b5eefc63066de,street_address,ROOFTOP,true,"2000 Pennington Rd, Ewing, NJ 08618, USA",United States,US,40.2714180,-74.7828470
9b5e3a0b3f6689cfc877a9c1fa26e38b,point_of_interest,APPROXIMATE,true,"Bahauddin Zakariya University, Pakistan",Pakistan,PK,30.2701722,71.5056249
9685ae914ca47067c8d88e51611625d1,postal_code,APPROXIMATE,true,"Florence, SC 29502, USA",United States,US,34.1955465,-79.8024289
5b4eec1712437d18b313c6824ccddab5,locality,APPROXIMATE,true,"Denizli/Denizli Province, Turkey",Turkey,TR,37.7765200,29.0863900
c157f663c02cb3d399a92913ecf911cf,establishment,APPROXIMATE,true,"University of Kentucky, 410 Administration Dr, Lexington, KY 40506, USA",United States,US,38.0268785,-84.5058135
88cb7ea2bf1b2c1081bca47c05fd6573,administrative_area_level_1,APPROXIMATE,true,"Santa Catarina, Brazil",Brazil,BR,-26.9285720,-49.3653149
6a2a66769b768c358a4380a40b271387,postal_code,APPROXIMATE,true,"Nankai, Tianjin, People's Republic of China, 300193",China,CN,39.1229070,117.1588198
6c56af5648d74418eed03427142be99e,postal_code,APPROXIMATE,true,"Erqi, Zhengzhou, Henan, People's Republic of China, 450052",China,CN,34.7425880,113.6405504
1b26ae0d8fe923cd278cd92df6c7d839,locality,APPROXIMATE,true,"Cali, Valle del Cauca, Colombia",Colombia,CO,3.4205556,-76.5222222
9da065b9ebd9a147780a318f6d151161,postal_code,APPROXIMATE,true,"Chuanhui, Zhoukou, Henan, People's Republic of China, 466001",China,CN,33.6310818,114.6497111
a0760bb2e228f4861c31953ac7c9287f,postal_code,APPROXIMATE,true,"Yanji, Yanbian, Jilin, People's Republic of China, 133002",China,CN,42.9103622,129.4851097
a311d6a421de5500de8d5661a3e97938,postal_code,APPROXIMATE,true,"Guilin, Guangxi, People's Republic of China, 541004",China,CN,25.2629580,110.3159875
0bbd8468734a94f073054a9da1b7bdcd,postal_code,APPROXIMATE,true,"Yanji, Yanbian, Jilin, People's Republic of China, 133002",China,CN,42.9103622,129.4851097
0940443491fe677294ec6463eea6bc3e,establishment,APPROXIMATE,true,"University of Oregon, 1585 E 13th Ave, Eugene, OR 97403-1279, USA",United States,US,44.0442758,-123.0724079
f732c412bfac069f1b068e6d3a483337,administrative_area_level_1,APPROXIMATE,true,"Kerala, India",India,IN,10.5143884,76.6412712
fc1bf8b150b504492d58696707d08e55,postal_code,APPROXIMATE,true,"4000, South Africa",South Africa,ZA,-29.8581870,31.0191751
990a6e0e38fb14a65b03d8e579eeb5e3,postal_code,APPROXIMATE,true,"Lanzhou, Gansu, People's Republic of China, 730000",China,CN,36.0556458,103.8565903
5c365f91801c9bc1627da612e948169f,postal_code,APPROXIMATE,true,"Tinghu, Yancheng, Jiangsu, People's Republic of China, 224051",China,CN,33.4341881,120.2337129
2b4970a0b8b693da391297fd6a7a120e,postal_code,APPROXIMATE,true,"Oxford OX1 3TA, UK",United Kingdom,GB,51.7571308,-1.2522020
b4be46030d57af0e8d35bc90556d1cbb,street_address,ROOFTOP,true,"Rennweg 14, 1030 Vienna, Austria",Austria,AT,48.1951999,16.3837089
d7f2e65f72558f0195839518977bc98f,postal_code,APPROXIMATE,true,"South Hadley, MA 01075, USA",United States,US,42.2582263,-72.5759201
d55ea55c677933a1be2d4fb2ac356195,postal_code,APPROXIMATE,true,"Kuiwen, Weifang, Shandong, People's Republic of China, 261061",China,CN,36.7169816,119.1668449
3c2668926cfa5dfc94bbf9fa64a8838f,postal_code,APPROXIMATE,true,"Chaoyang, Changchun, Jilin, People's Republic of China, 130000",China,CN,43.8927704,125.3242741
d5a0074bd65db64097820379d59314ea,locality,APPROXIMATE,true,"Antalya, Turkey",Turkey,TR,36.8841400,30.7056300
36e51d80514104d5c0c195a19d05bd9a,airport,APPROXIMATE,true,"Greater Rochester International Airport (ROC), 1200 Brooks Ave, Rochester, NY 14624, USA",United States,US,43.1173844,-77.6706964
6ba99719c59a1abfb150ba2666df0a87,postal_code,APPROXIMATE,true,"Anshan, Liaoning, People's Republic of China, 114051",China,CN,41.1078525,123.0682297
ed34919dc41f576078c9f8f22d17920f,postal_code,APPROXIMATE,true,"Guilin, Guangxi, People's Republic of China, 541004",China,CN,25.2629580,110.3159875
efffc578fd6eb16b6400ef1398fd91be,locality,APPROXIMATE,true,"Erzurum, Turkey",Turkey,TR,39.9043189,41.2678853
61b3dfd1a3a330f2f74946e0d5c34927,postal_code,APPROXIMATE,true,"Jianggan, Hangzhou, Zhejiang, People's Republic of China, 310018",China,CN,30.3160102,120.3739410
819b5df4ca5931a653ab0a80addc6236,postal_code,APPROXIMATE,true,"Luhe, Nanjing, Jiangsu, People's Republic of China, 210048",China,CN,32.2361410,118.7637851
f4004ec092486acbff6769a4de4e6d5e,point_of_interest,APPROXIMATE,true,"Lawrence Berkeley National Lab, Berkeley, CA 94720, USA",United States,US,37.8757341,-122.2485635
a4b4eb5fefa60e825d40352426866d16,administrative_area_level_1,APPROXIMATE,true,"Shanxi, People's Republic of China",China,CN,37.8733760,112.5625690
613b0977f89b6ca4dcfa6e26913e4aee,street_address,ROOFTOP,true,"3501 Fifth Ave, Pittsburgh, PA 15213, USA",United States,US,40.4410990,-79.9601010
4b1070366491cb09f95e790ceae7c7f1,postal_code,APPROXIMATE,true,"Xuhui, Shanghai, People's Republic of China, 200237",China,CN,31.1346328,121.4249525
740bb736ebfb466034ef4f56ae627bfb,postal_code,APPROXIMATE,true,"Beilin, Xi'an, Shaanxi, People's Republic of China, 710069",China,CN,34.2468560,108.9236575
3f53acbadd5fd3e32f3e043c27f3f078,postal_code,APPROXIMATE,true,"Chaoyang, Changchun, Jilin, People's Republic of China, 130012",China,CN,43.8421827,125.2827202
75073dbf80a1b89b3b89617011e090d7,postal_code,APPROXIMATE,true,"50674 Cologne, Germany",Germany,DE,50.9346454,6.9331365
31259dd3e5ced08c0e3962c6546450a5,point_of_interest,APPROXIMATE,true,"A. M. Jain College, Ambedkar St, Kanakammal Colony, Pazavanthangal, Tamil Nadu, India",India,IN,12.9840654,80.1786840
9b8e55143a07ab07811176b9b566e834,postal_code,APPROXIMATE,true,"Dinghai, Zhoushan, Zhejiang, People's Republic of China, 316000",China,CN,30.0145267,122.1022062
7dd86535f1c5aa3843f6263cc9fa608a,sublocality,APPROXIMATE,true,"Usm, George Town, Penang, Malaysia",Malaysia,MY,5.3567899,100.3038150
9d30057cb9afbea324b2b3fdbc193b5c,sublocality,APPROXIMATE,true,"Usm, George Town, Penang, Malaysia",Malaysia,MY,5.3567899,100.3038150
cdefcafd8fad4f420b4e020097eea0a3,locality,APPROXIMATE,true,"Mangalore, Karnataka, India",India,IN,12.8693600,74.8425600
7f9dd0f9a8c6690f9b44fbb8207d7818,administrative_area_level_1,APPROXIMATE,true,"Tamil Nadu, India",India,IN,11.1271225,78.6568942
9c9cff2e8ca34d0fdc4f5fd38a9f561c,postal_code,APPROXIMATE,true,"Boston, MA 02215, USA",United States,US,42.3426628,-71.0927886
b92a6192b1b4d968afa180f64a250ad5,locality,APPROXIMATE,true,"Stockholm County, Sweden",Sweden,SE,59.3327881,18.0644881
c3bc7c12435f917c8b1394d68783496f,postal_code,APPROXIMATE,true,"Liandu, Lishui, Zhejiang, People's Republic of China, 323000",China,CN,28.4526665,119.9194382
c350c3bd53bbd7e4eac4d6bf3d4d034d,postal_code,APPROXIMATE,true,"Johannesburg 2006, South Africa",South Africa,ZA,-26.1826300,28.0039700
60305c7e90988ed7af628c7f1dafc86f,postal_code,APPROXIMATE,true,"Changzhi, Shanxi, People's Republic of China, 046011",China,CN,36.2199760,113.1341411
0eb183e9af003f0c9319b0a621e497c8,postal_code,APPROXIMATE,true,"Changzhou, Jiangsu, People's Republic of China, 213003",China,CN,31.7525333,119.9517223
f832bd20864d63927f4518dafc8c6d28,postal_code,APPROXIMATE,true,"Luoyang, Henan, People's Republic of China, 471022",China,CN,34.6526030,112.4538893
03da963d118b05eb7860d79903de3855,street_address,ROOFTOP,true,"229 Main St, Keene, NH 03431, USA",United States,US,42.9252260,-72.2781520
18ecfee20fd10f31253a4c7a9cab3dd5,locality,APPROXIMATE,true,"Bab Ezzouar, Algeria",Algeria,DZ,36.7166670,3.1833330
68ecb13b801850362a702ec356636212,postal_code,APPROXIMATE,true,"Yuanzhou, Yichun, Jiangxi, People's Republic of China, 336000",China,CN,27.7962844,114.3839377
0ee9ffceb5594cdef0f29fb36905cc15,postal_code,APPROXIMATE,true,"Haidian, Beijing, People's Republic of China, 100081",China,CN,39.9532914,116.3060482
caaf8f0656049f12a4cd5b342a911cda,postal_code,APPROXIMATE,true,"Wuhan, Hubei, People's Republic of China, 430073",China,CN,30.5039660,114.4151432
2330dc9176af25dece0379035a327c96,locality,APPROXIMATE,true,"Novi Sad, Serbia",Serbia,RS,45.2500000,19.8500000
23d974d7f148932625f19587194a62f0,postal_code,APPROXIMATE,true,"Yuelu, Changsha, Hunan, People's Republic of China, 410082",China,CN,28.1787246,112.9431972
cd0d3ef2b3f47b79e0398c0dc9e41796,postal_code,APPROXIMATE,true,"Zhenjiang, Jiangsu, People's Republic of China, 212003",China,CN,32.2026500,119.4785935
f5180923bc4b3b4f86716bae748a499a,locality,APPROXIMATE,true,"Bratislava, Slovakia",Slovakia,SK,48.1483765,17.1073105
6163d4b070a03b923942cbac5d9ebc9e,postal_code,APPROXIMATE,true,"Changzhou, Jiangsu, People's Republic of China, 213164",China,CN,31.6699986,119.9331770
d353b9d91d0cca74cfd9942d79527344,postal_code,APPROXIMATE,true,"Yuzhou, Yulin, Guangxi, People's Republic of China, 537000",China,CN,22.6277961,110.1480406
9d79cedd5688c09f3d28cf62abbad06a,locality,APPROXIMATE,true,"Belgrade, Serbia",Serbia,RS,44.8024160,20.4656010
2d484a30994c58ddda7d98db13fe47d4,establishment,APPROXIMATE,,"Madurai Kamaraj University, Faculty Quarters 1st East - W Ave, Nagamalai Puthukottai, Tamil Nadu 625021, India",India,IN,9.9427494,78.0104399
03e0d98c022df1dd6927ff6301f81f34,postal_code,APPROXIMATE,true,"64287 Darmstadt, Germany",Germany,DE,49.8682541,8.6848114
1f5dda137cea2de96d2bf0ad36f7e3ab,street_address,RANGE_INTERPOLATED,true,"80 St George St, Toronto, ON M5S 2E5, Canada",Canada,CA,43.6616245,-79.3974432
9f6579429013b3202107e1b1debbe9e0,postal_code,APPROXIMATE,true,"Hefei, Anhui, People's Republic of China, 230061",China,CN,31.8577760,117.2778158
f9d171ed44e09cab4ed6113fb71a41db,postal_code,APPROXIMATE,true,"Lashunkou, Dalian, Liaoning, People's Republic of China, 116044",China,CN,38.8426498,121.3997066
05ce8b84f29e33b4627770f53dc5128b,postal_code,APPROXIMATE,true,"Daiyue, Tai'an, Shandong, People's Republic of China, 271021",China,CN,36.1892988,117.0215132
047958398a65a81aa3d4a2d0ff61873f,sublocality,APPROXIMATE,true,"Poonak, Tehran, Iran",Iran,IR,35.7666667,51.3333333
2b719e76a29ffd28f3398358f36fdb23,postal_code,APPROXIMATE,true,"Yanta, Xi'an, Shaanxi, People's Republic of China, 710065",China,CN,34.2032359,108.9067859
7330a79dddd74b73ba05418eb8c03400,administrative_area_level_1,APPROXIMATE,true,"Tamil Nadu, India",India,IN,11.1271225,78.6568942
ba4d8cb154dbdbccec0a52559cda141f,postal_code,APPROXIMATE,true,"Scranton, PA 18512, USA",United States,US,41.3991146,-75.5880889
7e0b0e9c75ee4f0edddaa8e369c4498d,postal_code,APPROXIMATE,true,"28359 Bremen, Germany",Germany,DE,53.1013476,8.8611632
caad04b2cdc3ee3e435413fcbb3f272c,postal_code,APPROXIMATE,true,"Xuanwu, Nanjing, Jiangsu, People's Republic of China, 210094",China,CN,32.0294249,118.8561351
d6709337c73024a2b114baa7e14e8a92,postal_code,APPROXIMATE,true,"Gulou, Nanjing, Jiangsu, People's Republic of China, 210093",China,CN,32.0570230,118.7766348
9a2a277119ce474cf8076ebe4bdb560a,postal_code,APPROXIMATE,true,"Baton Rouge, LA 70803, USA",United States,US,30.4130764,-91.1773018
1fceb9d6f7aaae4041885675ecb1b3f4,postal_code,APPROXIMATE,true,"4000, South Africa",South Africa,ZA,-29.8581870,31.0191751
73436baf127687f8209c67554ab74c7d,locality,APPROXIMATE,true,Jeddah Saudi Arabia,Saudi Arabia,SA,21.5434857,39.1729892
af88ec5c56d54e27810eb616fb262c83,postal_code,APPROXIMATE,true,〒960-1296,Japan,JP,37.6847419,140.4560052
13b44000baf4059dbc7f7c5ae659ef8c,street_address,RANGE_INTERPOLATED,true,"1306 E University Blvd, Tucson, AZ 85719, USA",United States,US,32.2316956,-110.9488720
20b1b7f89638ecfbbbc95ced0191c046,postal_code,APPROXIMATE,true,"34127 Trieste, Italy",Italy,IT,45.6605703,13.7931355
80d9971e632d2aabcf829dff4f6db8c9,postal_code,APPROXIMATE,true,"Erqi, Zhengzhou, Henan, People's Republic of China, 450052",China,CN,34.7425880,113.6405504
dcca9cb0b30e8b78be385aa136fcb8b6,postal_code,APPROXIMATE,true,"Jiancaoping, Taiyuan, Shanxi, People's Republic of China, 030051",China,CN,38.0077213,112.4541469
9c34a0a69016599eb588aa6721b7b159,point_of_interest,APPROXIMATE,true,"University of Malaya, Universiti Malaya, 59100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Malaysia,MY,3.1187350,101.6626520
e6b2bf753f84a26147d45df6b7fe28b9,postal_code,APPROXIMATE,true,"Gongshu, Hangzhou, Zhejiang, People's Republic of China, 310014",China,CN,30.2917203,120.1627190
c756f9fd6d4ad2fbc8e9369547d5f561,postal_code,APPROXIMATE,true,〒338-8570,Japan,JP,35.8641946,139.6079105
f588fdd6d150f16eebdf5137e30e8147,postal_code,APPROXIMATE,true,"Zhabei, Shanghai, People's Republic of China, 200072",China,CN,31.2776335,121.4453453
31f34502cdd6193a328a4db70ff5858c,postal_code,APPROXIMATE,true,"Wuhou, Chengdu, Sichuan, People's Republic of China, 610041",China,CN,30.6295974,104.0326320
3f867866e40f4661b7ad4141d49e3116,postal_code,APPROXIMATE,true,"Edmonton, AB T6G 2G2, Canada",Canada,CA,53.5286123,-113.5222802
0c422cb65221c0f806abcb2f2c6ddfa1,postal_code,APPROXIMATE,true,"Glasgow, Glasgow City G1 1XL, UK",United Kingdom,GB,55.8627168,-4.2455893
7fc3c3e13ed8556e06f8deb739c2b07a,locality,APPROXIMATE,true,"Ankara/Ankara Province, Turkey",Turkey,TR,39.9207700,32.8541100
0092306750d0e023da1aa9537db70b18,locality,APPROXIMATE,true,"Islamabad, Pakistan",Pakistan,PK,33.7181510,73.0605470
6036557e25fe673e21a234691ab13939,postal_code,APPROXIMATE,true,"Yuecheng, Shaoxing, Zhejiang, People's Republic of China, 312000",China,CN,30.0073336,120.5741942
dced33434c9aa9d156ebe6f255d479ab,establishment,APPROXIMATE,true,"Gazi University, Emniyet Mh., 06560 Ankara/Ankara Province, Turkey",Turkey,TR,39.9374850,32.8219400
1b32e704337e10410371b04c12104a44,postal_code,APPROXIMATE,true,"Pudong Xinqu, Shanghai, People's Republic of China, 201306",China,CN,30.8896101,121.8839632
fb3a0667a237590975a06653c26b08dc,postal_code,APPROXIMATE,true,"Xiaodian, Taiyuan, Shanxi, People's Republic of China, 030006",China,CN,37.8037078,112.5800764
fbe39a7de975a0202c95878bb9991299,postal_code,APPROXIMATE,true,"Johannesburg 2006, South Africa",South Africa,ZA,-26.1826300,28.0039700
cadda0e8187f3abab58015d08cc5f7bb,locality,APPROXIMATE,true,"Dunedin, New Zealand",New Zealand,NZ,-45.8787605,170.5027976
e29c87e0c972f54a4b11d5f6667ac710,postal_code,APPROXIMATE,true,"Xuanwu, Nanjing, Jiangsu, People's Republic of China, 210009",China,CN,32.0718130,118.7813385
d73e78db16291d2b0b5f7ebe97d53e4f,administrative_area_level_1,APPROXIMATE,true,"Tamil Nadu, India",India,IN,11.1271225,78.6568942
d39f0302d68f6ac6bd5045bf6f1168bf,postal_code,APPROXIMATE,true,"Huangshigang, Huangshi, Hubei, People's Republic of China, 435003",China,CN,30.2086860,115.0422596
33755915de6f1c8be106df124caf6f4b,locality,APPROXIMATE,true,"Sinop/Sinop Province, Turkey",Turkey,TR,42.0264222,35.1550745
7f203f2dc358186bff7ee462eb5751a6,postal_code,APPROXIMATE,true,"London, ON N6A 5B9, Canada",Canada,CA,43.0086583,-81.2611109
afc0e4828a0f0a55e570bfd4ab1d963b,postal_code,APPROXIMATE,true,"Jilin, People's Republic of China, 132013",China,CN,43.8208260,126.5629267
4099e0e06093557d9fa9b7a3a2ad868b,establishment,APPROXIMATE,true,"Faculty of Social Science, Banaras Hindu University, Varanasi, Uttar Pradesh, India",India,IN,25.2702997,82.9947560
c7e91e068855ee658e1d2226c9a48f09,postal_code,APPROXIMATE,true,"Luoyang, Henan, People's Republic of China, 471003",China,CN,34.6606274,112.3940619
dc22e4734071735331047afb124bdc2c,locality,APPROXIMATE,true,"Tunis, Tunisia",Tunisia,TN,36.8188100,10.1659600
f12c8a693e9f3411d3f0a58fe51c62cc,locality,APPROXIMATE,true,"Joensuu, Finland",Finland,FI,62.6009889,29.7635340
0cd4041cda1c875abd3ee6f1d8f3aa5d,postal_code,APPROXIMATE,true,"Xiqing, Tianjin, People's Republic of China, 300387",China,CN,39.0718500,117.1081370
9510e1e997a5d8f41718f739f73ba197,postal_code,APPROXIMATE,true,"Xinxiang, Henan, People's Republic of China, 453002",China,CN,35.3840109,113.9158890
3267c3a91bc005413a60c8de9e55f606,locality,APPROXIMATE,true,"Samsun/Samsun Province, Turkey",Turkey,TR,41.2927820,36.3312800
6d05890dd4b417af696e462b00e45a0e,street_address,RANGE_INTERPOLATED,true,"600 Lincoln Ave, Charleston, IL 61920, USA",United States,US,39.4843188,-88.1751239
24de6c18d772d940360809ef30b5a03b,street_address,ROOFTOP,true,"Max-von-Laue-Straße 7, 60438 Frankfurt, Germany",Germany,DE,50.1727700,8.6322900
a61ccd0c3cc3e30d2cc328d57024060b,postal_code,APPROXIMATE,true,"08193 Cerdanyola del Vallès, Spain",Spain,ES,41.5048759,2.0885853
5824d2c3b5c92d176c0a310b1a64476d,administrative_area_level_1,APPROXIMATE,true,"Tamil Nadu, India",India,IN,11.1271225,78.6568942
32ac5a615042e0ab1e0e235c2dbc9920,postal_code,APPROXIMATE,true,"Guilin, Guangxi, People's Republic of China, 541004",China,CN,25.2629580,110.3159875
2dc53b2bdbf4ff89200d885d23291a40,street_address,RANGE_INTERPOLATED,true,"20 Campus Dr, Saskatoon, SK S7N 5A7, Canada",Canada,CA,52.1336233,-106.6384215
81835c65df62d8f97129c2531cd2ce12,postal_code,APPROXIMATE,true,"Stillwater, OK 74078, USA",United States,US,36.1204261,-97.0949172
517215de47860ee00e1326a87bcbc448,postal_code,APPROXIMATE,true,"Lexington, KY 40536, USA",United States,US,38.0318145,-84.5066909
88e2f3259005b9e5558faaed34248261,postal_code,APPROXIMATE,true,"Xinj Jan, Nanchang, Jiangxi, People's Republic of China, 330031",China,CN,28.6682945,115.8164918
eceab0f760375e2b14d31b36d41cc287,establishment,APPROXIMATE,true,"Imperial College London, Greater London, UK",United Kingdom,GB,51.4880636,-0.1724711
5ade3c7cfa3a9ad560cd28898a31c677,point_of_interest,APPROXIMATE,true,"Universiti Teknologi MARA, Universiti Teknologi Mara Persiaran Institut, Universiti Institut Teknologi Mara, 40450 Shah Alam, Selangor, Malaysia",Malaysia,MY,3.0702400,101.5032500
184159bf2c755641c99f8fab5155cd36,locality,APPROXIMATE,true,"Qingdao, Shandong, China",China,CN,36.0672200,120.3825040
732682d18e2f7224bdc3e659225b2805,locality,APPROXIMATE,true,"Nanjing, Jiangsu, China",China,CN,32.0602550,118.7968770
337c6fc0520a5b396dd83546e2d9a553,postal_code,APPROXIMATE,true,"Jinzhou, Liaoning, People's Republic of China, 121001",China,CN,41.1275494,121.1137420
ac79c97b5c3960e608d9906365d3786c,locality,APPROXIMATE,true,"Lund, Sweden",Sweden,SE,55.7028541,13.1929125
154183d76a30f797d3a4e2d253282c42,postal_code,APPROXIMATE,true,"Wuhua, Kunming, Yunnan, People's Republic of China, 650091",China,CN,25.0535234,102.6993169
db4ba499f942e1c2951e462de0853c27,postal_code,APPROXIMATE,true,"Bincheng, Binzhou, Shandong, China, 256600",China,CN,37.3881990,118.0201812
d721eb362f92e37d80f6c005c30a42d8,locality,APPROXIMATE,true,"Moscow, Russia",Russian Federation,RU,55.7557860,37.6176330
e2a0ef2f1300487cc78ee6d5eebf57fa,postal_code,APPROXIMATE,true,"Fengze, Quanzhou, Fujian, People's Republic of China, 362021",China,CN,24.9222461,118.6483539
697897cc7318921afcef7e7001557573,postal_code,APPROXIMATE,true,〒162-8601,Japan,JP,35.6994461,139.7413735
514e870431aa844a90195c3d2e091393,postal_code,APPROXIMATE,true,"Wuhan, Hubei, People's Republic of China, 430079",China,CN,30.5080756,114.3884053
6adac5239ea140f7cbb995595e0de59d,postal_code,APPROXIMATE,true,"Jinshui, Zhengzhou, Henan, People's Republic of China, 450002",China,CN,34.7840022,113.6747696
02d5f68f50fe193c2f057b625c81704c,route,GEOMETRIC_CENTER,true,"Mansfield Rd, Oxford, Oxfordshire OX1 3, UK",United Kingdom,GB,51.7568270,-1.2518450
4e134ed8d23ec13aa5f9561bff8b0fae,postal_code,APPROXIMATE,true,"Aberdeen, Aberdeen City AB24 3UE, UK",United Kingdom,GB,57.1653120,-2.1044802
d5ec06ba002b18183f42a0926d60f1fc,postal_code,APPROXIMATE,true,"Jianggan, Hangzhou, Zhejiang, People's Republic of China, 310018",China,CN,30.3160102,120.3739410
b30b90ec1dc32afcf422ac10a3819484,postal_code,APPROXIMATE,true,"Yuhua, Changsha, Hunan, People's Republic of China, 410004",China,CN,28.1436638,112.9986679
08ae8941f09801c045fcd1349118f4de,postal_code,APPROXIMATE,true,"Shizhong, Jinan, Shandong, People's Republic of China, 250022",China,CN,36.6308236,116.9509405
e2e9ed00af7823a90be2bd790c67c79e,administrative_area_level_1,APPROXIMATE,true,"Minas Gerais, Brazil",Brazil,BR,-17.9301780,-43.7908453
410a0e3993fa4cd86ea661fbe8211b38,postal_code,APPROXIMATE,true,"Jinnan, Tianjin, People's Republic of China, 300222",China,CN,39.0672903,117.2877856
d1a04a2a7522eaa82e5cad72bb48b9a5,point_of_interest,APPROXIMATE,true,"Université de Montréal, Montreal, QC H3T 1J4, Canada",Canada,CA,45.5032176,-73.6185813
357f09be7fa7d2c0bf54d06521f9e58b,postal_code,APPROXIMATE,true,"Sifang, Qingdao, Shandong, People's Republic of China, 266042",China,CN,36.1296510,120.3695504
05cb744e6599b8d199b473bb92a6a9d9,postal_code,APPROXIMATE,true,"Chifeng, Inner Mongolia, People's Republic of China, 024000",China,CN,42.2742379,118.9620902
11e17ef4d78231b9dbb27947e8c6cee7,administrative_area_level_1,APPROXIMATE,true,"Zhejiang, People's Republic of China",China,CN,30.2671840,120.1536960
57bf48e96c774436a062deeea783776d,locality,APPROXIMATE,true,"Cali, Valle del Cauca, Colombia",Colombia,CO,3.4205556,-76.5222222
3cb0ecfb8937485b68e5a34c79cdc5e1,postal_code,APPROXIMATE,true,"Xuanwu, Nanjing, Jiangsu, People's Republic of China, 210009",China,CN,32.0718130,118.7813385
0210e954533c8022e4251588d0124800,postal_code,APPROXIMATE,true,"Siming, Xiamen, Fujian, People's Republic of China, 361005",China,CN,24.4367256,118.1072136
afde4ba30b79d88ee629798988de59b8,sublocality,APPROXIMATE,true,"Usm, George Town, Penang, Malaysia",Malaysia,MY,5.3567899,100.3038150
c5496fe58ad120843ad13dcec6d95401,postal_code,APPROXIMATE,true,"Dublin 4, Co. Fingal, Ireland",Ireland,IE,53.3103363,-6.2215943
e465fb5790d4886088b4e1ba4561a6ab,administrative_area_level_1,APPROXIMATE,true,"Henan, People's Republic of China",China,CN,34.7681900,113.6872280
71ce090239e0a17b7b7d64ef61ad7ab0,locality,APPROXIMATE,true,"Oslo, Norway",Norway,NO,59.9130320,10.7523340
6bce922e042564745c8f641c4f535dd7,postal_code,APPROXIMATE,true,"14195 Berlin, Germany",Germany,DE,52.4532523,13.2885484
d848658271d9dcba661a938865cfb50e,route,GEOMETRIC_CENTER,true,"Lensfield Rd, Cambridge CB2 1, UK",United Kingdom,GB,52.1982370,0.1248290
8f673cd622d560294a52889fecab6a1d,postal_code,APPROXIMATE,true,"Gongshu, Hangzhou, Zhejiang, People's Republic of China, 310014",China,CN,30.2917203,120.1627190
b60950a9cc1d8f32694534fda0c2021e,postal_code,APPROXIMATE,true,"Xinxiang, Henan, People's Republic of China, 453003",China,CN,35.2753543,113.9291206
e9f078a92a500f5bdcabb7d3e5d11b64,establishment,APPROXIMATE,true,"Allama Iqbal Open University, Islamabad, Pakistan",Pakistan,PK,33.6830163,73.0538097
6d4a5681b897adb19fed7bc5dc506af4,postal_code,APPROXIMATE,true,"Haidian, Beijing, People's Republic of China, 100191",China,CN,39.9789840,116.3622967
8343671917696c0db5b1ff7e1fd7883f,postal_code,APPROXIMATE,true,"San Diego, CA 92106, USA",United States,US,32.6860008,-117.2245101
def3716387d0bc93614c2bcfd3205ad6,establishment,APPROXIMATE,true,"University of Sargodha, Stadium Rd, Sargodha, Pakistan",Pakistan,PK,32.0738292,72.6834813
44eae047395a733a99741fb801f9b537,locality,APPROXIMATE,true,"Kiev, Kyiv, Ukraine",Ukraine,UA,50.4500000,30.5233333
de6b3cb7c663257a2b95d8a82436b4d2,postal_code,APPROXIMATE,true,"Atlanta, GA 30322, USA",United States,US,33.7991104,-84.3269653
